296,29.50
mixamorig:RightHand\JointController\antTorqueX,mixamorig:RightHand\JointController\antTorqueY,mixamorig:RightHand\JointController\antTorqueZ,mixamorig:RightForeArm\JointController\antTorqueX,mixamorig:RightForeArm\JointController\antTorqueY,mixamorig:RightForeArm\JointController\antTorqueZ,mixamorig:RightArm\JointController\antTorqueX,mixamorig:RightArm\JointController\antTorqueY,mixamorig:RightArm\JointController\antTorqueZ,mixamorig:LeftHand\JointController\antTorqueX,mixamorig:LeftHand\JointController\antTorqueY,mixamorig:LeftHand\JointController\antTorqueZ,mixamorig:LeftForeArm\JointController\antTorqueX,mixamorig:LeftForeArm\JointController\antTorqueY,mixamorig:LeftForeArm\JointController\antTorqueZ,mixamorig:LeftArm\JointController\antTorqueX,mixamorig:LeftArm\JointController\antTorqueY,mixamorig:LeftArm\JointController\antTorqueZ,ybot_rig_arms_v6_split_ragdoll - v4\AntagonisticGains\stiffnessMultiplierLeft,ybot_rig_arms_v6_split_ragdoll - v4\AntagonisticGains\stiffnessMultiplierRight
-0.01,0.00,0.00,2.43,-0.13,-3.28,2.77,-0.74,1.95,-0.64,0.00,-0.48,-1.08,1.77,-0.07,-15.57,0.22,2.09,0.50,0.50
-0.01,0.00,0.00,2.47,-0.13,-3.28,2.85,-0.75,2.05,-0.64,0.00,-0.48,-1.09,1.77,-0.07,-15.56,0.23,2.08,0.50,0.50
0.00,0.00,0.00,2.53,-0.13,-3.28,2.93,-0.75,2.20,-0.63,0.00,-0.49,-1.09,1.77,-0.07,-15.56,0.24,2.07,0.50,0.50
0.02,0.00,0.01,2.57,-0.13,-3.28,2.89,-0.77,2.19,-0.64,0.00,-0.49,-1.09,1.78,-0.07,-15.64,0.21,2.08,0.50,0.50
0.03,0.00,0.02,2.56,-0.13,-3.32,2.91,-0.76,2.21,-0.64,0.00,-0.50,-1.09,1.77,-0.07,-15.64,0.21,2.09,0.50,0.50
0.03,0.00,0.02,2.56,-0.13,-3.31,2.93,-0.75,2.29,-0.63,0.00,-0.49,-1.09,1.77,-0.07,-15.64,0.22,2.10,0.50,0.50
0.04,0.00,0.03,2.54,-0.13,-3.30,2.89,-0.73,2.34,-0.62,0.00,-0.49,-1.09,1.77,-0.06,-15.67,0.22,2.14,0.50,0.50
0.04,0.00,0.03,2.51,-0.13,-3.35,2.83,-0.72,2.36,-0.61,0.00,-0.48,-1.09,1.77,-0.06,-15.70,0.21,2.17,0.50,0.50
0.05,0.00,0.04,2.47,-0.13,-3.35,2.76,-0.71,2.34,-0.60,0.00,-0.47,-1.08,1.76,-0.06,-15.71,0.20,2.18,0.50,0.50
0.06,0.00,0.04,2.44,-0.12,-3.34,2.70,-0.70,2.31,-0.61,-0.01,-0.46,-1.07,1.75,-0.06,-15.69,0.20,2.17,0.50,0.50
0.06,0.00,0.04,2.43,-0.12,-3.33,2.73,-0.68,2.40,-0.61,-0.01,-0.46,-1.07,1.75,-0.06,-15.65,0.22,2.16,0.50,0.50
0.08,0.00,0.05,2.42,-0.11,-3.32,2.69,-0.66,2.53,-0.61,-0.01,-0.46,-1.07,1.74,-0.06,-15.66,0.23,2.16,0.50,0.50
0.10,0.00,0.06,2.33,-0.11,-3.31,2.58,-0.61,2.64,-0.62,-0.01,-0.47,-1.07,1.74,-0.07,-15.68,0.23,2.15,0.50,0.50
0.11,0.00,0.06,2.21,-0.10,-3.30,2.43,-0.55,2.77,-0.63,-0.01,-0.47,-1.06,1.73,-0.07,-15.68,0.23,2.13,0.50,0.50
0.13,0.00,0.07,2.07,-0.10,-3.29,2.24,-0.49,2.90,-0.62,-0.01,-0.47,-1.06,1.73,-0.07,-15.69,0.24,2.13,0.50,0.50
0.15,0.00,0.08,1.89,-0.10,-3.28,1.95,-0.43,2.92,-0.63,-0.01,-0.48,-1.07,1.72,-0.05,-15.75,0.23,2.13,0.50,0.50
0.15,0.00,0.08,1.67,-0.09,-3.42,1.62,-0.38,2.77,-0.63,-0.01,-0.49,-1.07,1.71,-0.05,-15.79,0.22,2.14,0.50,0.50
0.14,0.00,0.07,1.48,-0.09,-3.41,1.35,-0.34,2.62,-0.24,0.00,-0.09,-1.08,0.42,0.59,-3.97,0.39,2.74,0.05,0.50
0.12,0.00,0.06,1.31,-0.09,-3.40,1.13,-0.30,2.49,-0.16,0.00,-0.01,-1.09,0.17,0.72,-1.78,0.40,2.87,0.05,0.50
0.10,0.00,0.05,1.18,-0.09,-3.39,0.94,-0.28,2.33,-0.16,0.00,-0.01,-1.10,0.18,0.71,-1.87,0.37,2.88,0.05,0.50
0.08,0.00,0.04,1.08,-0.08,-3.39,0.83,-0.26,2.18,-0.16,0.00,-0.01,-1.10,0.18,0.71,-1.91,0.35,2.88,0.05,0.50
0.06,0.00,0.03,1.03,-0.08,-3.39,0.74,-0.26,1.99,-0.16,0.00,-0.01,-1.10,0.18,0.71,-1.94,0.34,2.87,0.05,0.50
0.04,0.00,0.02,0.40,-0.02,0.32,0.04,-0.15,2.94,-0.16,0.00,-0.01,-1.10,0.18,0.70,-1.95,0.33,2.86,0.05,0.05
0.05,0.00,0.02,0.42,-0.02,0.32,0.07,-0.10,2.82,-0.16,0.00,-0.01,-1.10,0.18,0.70,-1.96,0.32,2.86,0.05,0.05
0.05,0.00,0.03,0.42,-0.01,0.32,0.05,-0.07,2.70,-0.16,0.00,0.00,-1.10,0.18,0.70,-1.95,0.31,2.85,0.05,0.05
0.05,0.00,0.03,0.41,-0.01,0.32,0.01,-0.06,2.59,-0.16,0.00,0.00,-1.09,0.18,0.69,-1.93,0.31,2.83,0.05,0.05
0.05,0.00,0.03,0.40,-0.01,0.32,-0.02,-0.06,2.49,-0.16,-0.01,0.00,-1.08,0.18,0.69,-1.91,0.30,2.82,0.05,0.05
0.05,0.00,0.03,0.40,-0.01,0.32,-0.06,-0.06,2.40,-0.16,0.00,0.00,-1.08,0.18,0.69,-1.90,0.30,2.81,0.05,0.05
0.05,0.00,0.03,0.41,-0.01,0.32,-0.12,-0.08,2.31,-0.16,0.00,0.00,-1.07,0.18,0.68,-1.89,0.29,2.80,0.05,0.05
0.05,0.00,0.03,0.41,-0.01,0.32,-0.17,-0.10,2.23,-0.16,-0.01,0.00,-1.07,0.18,0.69,-1.87,0.30,2.81,0.05,0.05
0.04,0.00,0.02,0.40,-0.02,0.31,-0.21,-0.11,2.16,-0.16,-0.01,0.00,-1.06,0.18,0.69,-1.85,0.30,2.81,0.05,0.05
0.04,0.00,0.02,0.39,-0.02,0.31,-0.23,-0.12,2.09,-0.16,-0.01,0.00,-1.06,0.18,0.69,-1.83,0.30,2.81,0.05,0.05
0.04,0.00,0.02,0.40,-0.02,0.31,-0.24,-0.13,2.01,-0.16,0.00,0.00,-1.06,0.18,0.68,-1.82,0.30,2.82,0.05,0.05
0.04,0.00,0.02,0.40,-0.02,0.31,-0.24,-0.14,1.93,-0.16,0.00,0.00,-1.06,0.18,0.69,-1.83,0.31,2.83,0.05,0.05
0.03,0.00,0.02,0.39,-0.02,0.31,-0.24,-0.14,1.87,-0.17,0.00,0.00,-1.07,0.18,0.69,-1.84,0.31,2.85,0.05,0.05
0.03,0.00,0.02,0.38,-0.02,0.31,-0.24,-0.15,1.82,-0.17,0.00,0.00,-1.07,0.18,0.68,-1.84,0.32,2.85,0.05,0.05
0.03,0.00,0.02,0.36,-0.02,0.31,-0.26,-0.15,1.78,-0.17,0.00,0.00,-1.08,0.18,0.68,-1.83,0.33,2.85,0.05,0.05
0.03,0.00,0.02,0.33,-0.02,0.30,-0.29,-0.14,1.75,-0.17,0.00,0.00,-1.09,0.19,0.68,-1.82,0.34,2.85,0.05,0.05
0.02,0.00,0.02,0.32,-0.02,0.30,-0.30,-0.14,1.74,-0.17,0.00,0.00,-1.09,0.19,0.68,-1.81,0.35,2.85,0.05,0.05
0.02,0.00,0.02,0.32,-0.03,0.29,-0.31,-0.14,1.76,-0.17,0.00,0.00,-1.10,0.19,0.69,-1.82,0.35,2.87,0.05,0.05
0.02,0.00,0.02,0.34,-0.03,0.29,-0.31,-0.14,1.81,-0.17,0.00,0.00,-1.12,0.19,0.69,-1.86,0.35,2.88,0.05,0.05
0.01,0.00,0.02,0.35,-0.03,0.29,-0.30,-0.15,1.87,-0.17,0.00,0.00,-1.12,0.19,0.69,-1.88,0.35,2.91,0.05,0.05
0.01,0.00,0.02,0.35,-0.03,0.28,-0.31,-0.15,1.90,-0.17,0.00,0.00,-1.13,0.19,0.69,-1.89,0.34,2.92,0.05,0.05
0.01,0.00,0.02,0.34,-0.03,0.27,-0.33,-0.14,1.88,-0.17,0.00,0.00,-1.12,0.19,0.69,-1.89,0.34,2.92,0.05,0.05
0.01,0.00,0.02,0.33,-0.03,0.26,-0.36,-0.14,1.85,-0.17,0.00,0.00,-1.12,0.19,0.69,-1.89,0.32,2.92,0.05,0.05
0.01,0.00,0.02,0.33,-0.03,0.25,-0.40,-0.14,1.83,-0.17,0.00,0.00,-1.11,0.19,0.69,-1.88,0.32,2.91,0.05,0.05
0.01,0.00,0.02,0.31,-0.03,0.25,-0.44,-0.14,1.81,-0.17,0.00,0.00,-1.11,0.19,0.69,-1.86,0.32,2.90,0.05,0.05
0.01,0.00,0.02,0.30,-0.03,0.24,-0.46,-0.14,1.78,-0.17,0.00,0.00,-1.10,0.19,0.69,-1.82,0.32,2.88,0.05,0.05
0.01,0.00,0.02,0.30,-0.03,0.24,-0.49,-0.13,1.74,-0.17,0.00,0.00,-1.10,0.20,0.69,-1.80,0.33,2.87,0.05,0.05
0.01,0.00,0.02,0.32,-0.02,0.24,-0.52,-0.13,1.69,-0.17,0.00,0.00,-1.10,0.19,0.69,-1.80,0.32,2.85,0.05,0.05
0.01,0.00,0.02,0.32,-0.02,0.24,-0.52,-0.13,1.68,-0.17,0.00,0.00,-1.10,0.19,0.70,-1.80,0.32,2.83,0.05,0.05
0.02,0.00,0.02,0.31,-0.02,0.25,-0.51,-0.13,1.69,-0.16,0.00,0.00,-1.10,0.19,0.70,-1.78,0.33,2.82,0.05,0.05
0.02,0.00,0.02,0.31,-0.02,0.25,-0.52,-0.12,1.72,-0.16,0.00,0.00,-1.10,0.19,0.70,-1.78,0.32,2.80,0.05,0.05
0.02,0.00,0.02,0.32,-0.02,0.25,-0.52,-0.12,1.78,-0.16,0.00,0.00,-1.09,0.19,0.70,-1.77,0.32,2.78,0.05,0.05
0.02,0.00,0.02,0.33,-0.02,0.25,-0.52,-0.12,1.85,-0.16,0.00,-0.01,-1.09,0.19,0.70,-1.76,0.32,2.77,0.05,0.05
0.02,0.00,0.02,0.33,-0.02,0.26,-0.50,-0.12,1.94,-0.16,0.00,-0.01,-1.08,0.19,0.69,-1.75,0.32,2.76,0.05,0.05
0.02,0.00,0.02,0.33,-0.02,0.26,-0.47,-0.11,2.02,-0.15,0.00,-0.01,-1.08,0.19,0.69,-1.74,0.32,2.75,0.05,0.05
0.03,0.00,0.02,0.33,-0.01,0.26,-0.45,-0.10,2.09,-0.15,0.00,-0.01,-1.07,0.19,0.69,-1.73,0.32,2.75,0.05,0.05
0.03,0.00,0.02,0.33,-0.01,0.26,-0.42,-0.10,2.16,-0.15,0.00,-0.01,-1.07,0.19,0.69,-1.74,0.32,2.74,0.05,0.05
0.03,0.00,0.02,0.34,-0.01,0.27,-0.39,-0.09,2.22,-0.15,0.00,-0.01,-1.07,0.19,0.69,-1.76,0.32,2.74,0.05,0.05
0.03,0.00,0.02,0.34,-0.01,0.28,-0.35,-0.09,2.27,-0.15,0.00,-0.01,-1.08,0.19,0.69,-1.78,0.32,2.74,0.05,0.05
0.04,0.00,0.02,0.35,-0.01,0.28,-0.32,-0.09,2.33,-0.15,0.00,-0.01,-1.09,0.19,0.69,-1.81,0.32,2.74,0.05,0.05
0.04,0.00,0.02,0.36,-0.01,0.29,-0.28,-0.08,2.37,-0.16,0.00,-0.01,-1.09,0.19,0.69,-1.84,0.32,2.75,0.05,0.05
0.04,0.00,0.02,0.37,-0.01,0.30,-0.26,-0.09,2.41,-0.16,0.00,-0.01,-1.10,0.19,0.69,-1.86,0.32,2.76,0.05,0.05
0.04,0.00,0.02,0.37,-0.01,0.31,-0.24,-0.09,2.44,-0.16,0.00,-0.01,-1.10,0.19,0.69,-1.88,0.32,2.76,0.05,0.05
0.04,0.00,0.02,0.37,-0.01,0.31,-0.25,-0.08,2.45,-0.16,0.00,-0.01,-1.10,0.19,0.68,-1.87,0.32,2.75,0.05,0.05
0.05,0.00,0.02,0.36,-0.01,0.31,-0.26,-0.08,2.46,-0.16,0.00,-0.01,-1.09,0.19,0.68,-1.86,0.31,2.73,0.05,0.05
0.05,0.00,0.02,0.35,-0.01,0.31,-0.28,-0.08,2.46,-0.16,0.00,-0.01,-1.09,0.19,0.67,-1.84,0.31,2.72,0.05,0.05
0.05,0.00,0.02,0.35,-0.01,0.32,-0.28,-0.07,2.46,-0.16,-0.01,-0.01,-1.08,0.19,0.67,-1.83,0.31,2.71,0.05,0.05
0.05,0.00,0.02,0.35,-0.01,0.32,-0.28,-0.07,2.45,-0.16,-0.01,-0.01,-1.08,0.18,0.67,-1.82,0.31,2.70,0.05,0.05
0.05,0.00,0.02,0.35,-0.01,0.32,-0.29,-0.07,2.44,-0.16,-0.01,-0.01,-1.07,0.18,0.67,-1.80,0.31,2.70,0.05,0.05
0.05,0.00,0.02,0.34,-0.01,0.32,-0.30,-0.07,2.43,-0.16,-0.01,-0.01,-1.07,0.18,0.67,-1.79,0.31,2.69,0.05,0.05
8.93,0.30,8.93,5.52,0.68,4.23,-1.76,-0.76,7.17,-0.68,-0.13,7.88,-7.18,-0.36,4.24,1.04,0.42,3.54,0.05,0.05
1.03,0.30,7.68,5.46,2.17,11.79,1.28,-2.36,12.14,-0.93,-0.10,5.24,-6.21,-0.74,11.14,-2.46,1.11,5.12,0.05,0.05
3.07,0.44,2.53,-8.82,0.99,1.36,45.05,-1.26,27.12,-1.24,-0.28,2.74,100.82,-0.54,0.56,-12.83,2.82,8.94,0.05,0.05
2.33,0.31,11.38,0.12,1.24,3.49,20.96,-0.53,13.37,-1.13,-0.07,14.73,-3.59,-0.73,2.98,-14.31,1.07,13.16,0.05,0.05
2.19,0.08,9.68,2.66,1.92,3.76,10.69,1.21,6.58,-1.07,0.03,12.16,-3.59,-1.11,3.21,-14.08,0.59,13.75,0.05,0.05
2.03,-0.11,4.65,2.13,1.75,4.05,8.99,0.45,-0.63,-0.95,0.11,6.05,-3.37,-1.01,3.46,-13.29,1.29,13.80,0.05,0.05
1.52,-0.18,1.52,2.04,1.17,4.16,8.28,-0.23,-2.53,-0.70,0.10,1.97,-3.18,-0.71,3.48,-12.83,2.05,13.51,0.05,0.05
0.90,-0.15,0.80,2.21,0.82,4.12,8.77,-0.44,-0.57,-0.47,0.05,1.07,-3.16,-0.58,3.35,-12.96,2.10,13.28,0.05,0.05
0.46,-0.08,0.66,2.36,0.69,4.00,9.39,-0.43,1.32,-0.35,0.02,0.57,-3.18,-0.56,3.17,-13.21,1.91,13.01,0.05,0.05
0.18,-0.02,0.47,2.49,0.65,3.84,10.13,-0.34,3.08,-0.28,-0.01,0.32,-3.20,-0.56,3.05,-13.42,1.73,12.80,0.05,0.05
0.07,0.01,0.28,2.59,0.69,3.71,10.49,-0.19,4.50,-0.25,-0.02,0.16,-3.21,-0.58,2.98,-13.52,1.63,12.68,0.05,0.05
0.06,0.03,0.15,2.63,0.75,3.63,10.72,-0.08,5.07,-0.25,-0.03,0.07,-3.21,-0.59,2.94,-13.57,1.58,12.59,0.05,0.05
0.14,0.05,0.05,2.65,0.82,3.60,11.01,-0.02,4.66,-0.27,-0.03,-0.02,-3.20,-0.61,2.92,-13.57,1.61,12.47,0.05,0.05
0.18,0.05,-0.10,4.82,0.92,4.78,6.97,0.15,4.30,-0.28,-0.04,-0.19,-3.20,-0.65,4.75,-13.55,1.18,12.21,0.05,0.05
0.62,0.05,-0.04,7.31,1.28,14.22,4.28,-0.80,0.82,-0.47,-0.05,-0.06,-10.24,-0.75,14.03,-13.17,0.98,11.03,0.05,0.05
0.56,0.00,-0.23,6.76,1.35,13.92,8.02,-1.67,3.43,-0.62,-0.02,-0.09,-9.75,-0.79,14.26,-12.20,2.21,10.44,0.05,0.05
0.61,-0.04,-0.11,5.89,1.39,13.40,9.84,-2.11,4.37,-0.63,-0.02,-0.19,-7.62,-0.78,13.98,-12.26,2.56,9.75,0.05,0.05
0.63,-0.06,-0.11,5.40,1.41,12.97,10.69,-2.27,4.91,-0.67,-0.01,-0.25,-6.15,-0.79,13.73,-12.24,2.73,9.19,0.05,0.05
0.62,-0.08,-0.11,5.06,1.39,12.57,11.29,-2.29,5.63,-0.70,-0.01,-0.28,-5.00,-0.80,13.54,-12.14,2.89,8.71,0.05,0.05
0.64,-0.10,-0.18,4.94,1.39,12.11,11.60,-2.21,5.62,-0.75,-0.01,-0.41,-4.54,-0.80,13.29,-11.83,3.00,8.12,0.05,0.05
0.64,-0.11,-0.14,4.55,1.37,11.90,11.82,-2.22,5.54,-0.78,-0.01,-0.41,-3.83,-0.81,13.14,-11.70,3.05,7.75,0.05,0.05
0.65,-0.13,-0.15,4.37,1.35,11.77,11.71,-2.24,5.42,-0.78,-0.01,-0.41,-3.54,-0.80,12.99,-11.66,2.99,7.43,0.05,0.05
0.67,-0.14,-0.17,4.07,1.35,11.59,11.74,-2.20,5.18,-0.80,0.00,-0.43,-3.31,-0.80,12.86,-11.52,2.97,7.11,0.05,0.05
0.68,-0.14,-0.17,3.89,1.34,11.44,11.74,-2.14,4.72,-0.82,0.00,-0.46,-3.09,-0.79,12.73,-11.32,2.96,6.82,0.05,0.05
0.72,-0.15,-0.17,3.71,1.34,11.30,11.70,-2.08,4.30,-0.84,0.00,-0.47,-2.82,-0.78,12.59,-11.15,2.91,6.53,0.05,0.05
0.71,-0.15,-0.16,3.58,1.33,11.20,11.69,-2.02,4.08,-0.84,0.01,-0.47,-2.62,-0.77,12.48,-11.04,2.84,6.31,0.05,0.05
0.70,-0.15,-0.16,3.37,1.32,11.09,11.64,-1.97,3.62,-0.86,0.01,-0.49,-2.47,-0.76,12.34,-10.85,2.75,6.05,0.05,0.05
0.69,-0.17,-0.14,3.35,1.30,11.01,11.51,-1.92,3.56,-0.86,0.01,-0.48,-2.31,-0.75,12.22,-10.76,2.65,5.85,0.05,0.05
0.67,-0.17,-0.13,3.19,1.27,10.94,11.40,-1.87,3.55,-0.87,0.02,-0.48,-2.21,-0.75,12.13,-10.69,2.55,5.67,0.05,0.05
0.67,-0.17,-0.14,2.97,1.26,10.84,11.31,-1.80,3.35,-0.88,0.02,-0.48,-2.12,-0.74,12.02,-10.56,2.45,5.48,0.05,0.05
0.74,-0.17,-0.16,2.80,1.28,10.70,11.06,-1.70,2.83,-0.90,0.02,-0.51,-2.18,-0.73,11.88,-10.33,2.31,5.22,0.05,0.05
0.72,-0.19,-0.15,2.83,1.25,10.63,10.93,-1.63,2.99,-0.90,0.02,-0.48,-1.92,-0.72,11.84,-10.24,2.27,5.07,0.05,0.05
0.73,-0.19,-0.15,2.58,1.23,10.53,10.76,-1.55,2.79,-0.91,0.02,-0.49,-1.92,-0.71,11.75,-10.07,2.18,4.89,0.05,0.05
0.78,-0.20,-0.16,2.63,1.23,10.39,10.51,-1.41,2.36,-0.93,0.03,-0.53,-2.00,-0.70,11.60,-9.80,2.02,4.67,0.05,0.05
0.78,-0.20,-0.16,2.42,1.21,10.29,10.35,-1.31,2.27,-0.95,0.03,-0.51,-1.72,-0.69,11.53,-9.59,1.95,4.47,0.05,0.05
0.79,-0.21,-0.17,2.29,1.20,10.20,10.05,-1.22,1.99,-0.97,0.03,-0.53,-1.71,-0.68,11.43,-9.36,1.83,4.30,0.05,0.05
0.80,-0.22,-0.16,2.48,1.18,10.11,9.79,-1.14,1.65,-0.98,0.03,-0.54,-1.62,-0.67,11.40,-9.13,1.73,4.13,0.05,0.05
0.82,-0.21,-0.16,1.85,1.17,9.90,9.62,-1.03,1.66,-1.01,0.03,-0.52,-1.29,-0.66,11.25,-8.90,1.62,3.96,0.05,0.05
0.86,-0.23,-0.15,1.82,1.16,9.83,9.35,-0.92,1.44,-1.03,0.03,-0.54,-1.20,-0.66,11.14,-8.64,1.49,3.81,0.05,0.05
0.85,-0.23,-0.14,1.60,1.14,9.73,9.17,-0.82,1.34,-1.05,0.03,-0.55,-1.03,-0.65,10.99,-8.43,1.35,3.68,0.05,0.05
0.84,-0.23,-0.12,1.31,1.12,9.76,8.94,-0.82,1.20,-1.05,0.03,-0.55,-0.94,-0.64,10.99,-8.30,1.30,3.62,0.05,0.05
0.81,-0.24,-0.09,1.21,1.09,9.68,8.92,-0.69,1.12,-1.07,0.03,-0.55,-0.83,-0.63,10.95,-8.10,1.17,3.50,0.05,0.05
