244,24.33
mixamorig:RightHand\JointController\antTorqueX,mixamorig:RightHand\JointController\antTorqueY,mixamorig:RightHand\JointController\antTorqueZ,mixamorig:RightForeArm\JointController\antTorqueX,mixamorig:RightForeArm\JointController\antTorqueY,mixamorig:RightForeArm\JointController\antTorqueZ,mixamorig:RightArm\JointController\antTorqueX,mixamorig:RightArm\JointController\antTorqueY,mixamorig:RightArm\JointController\antTorqueZ,mixamorig:LeftHand\JointController\antTorqueX,mixamorig:LeftHand\JointController\antTorqueY,mixamorig:LeftHand\JointController\antTorqueZ,mixamorig:LeftForeArm\JointController\antTorqueX,mixamorig:LeftForeArm\JointController\antTorqueY,mixamorig:LeftForeArm\JointController\antTorqueZ,mixamorig:LeftArm\JointController\antTorqueX,mixamorig:LeftArm\JointController\antTorqueY,mixamorig:LeftArm\JointController\antTorqueZ,ybot_rig_arms_v6_split_ragdoll - v4\AntagonisticGains\stiffnessMultiplierLeft,ybot_rig_arms_v6_split_ragdoll - v4\AntagonisticGains\stiffnessMultiplierRight
0.06,0.00,0.04,4.50,-0.27,-6.89,5.95,-1.27,2.49,-1.19,-0.01,-1.08,-1.07,3.50,-0.92,-29.84,0.09,1.49,1.00,1.00
0.07,0.00,0.05,4.47,-0.26,-6.95,5.95,-1.24,2.61,-1.19,-0.02,-1.08,-1.07,3.49,-0.92,-29.83,0.11,1.48,1.00,1.00
0.10,0.00,0.06,4.36,-0.25,-6.94,5.75,-1.19,2.69,-1.21,-0.02,-1.09,-1.06,3.48,-0.93,-29.87,0.11,1.48,1.00,1.00
0.12,0.00,0.07,4.12,-0.24,-6.93,5.41,-1.09,2.77,-1.22,-0.02,-1.10,-1.06,3.47,-0.93,-29.90,0.11,1.47,1.00,1.00
0.13,0.00,0.08,3.83,-0.23,-6.92,4.99,-0.99,2.84,-1.21,-0.02,-1.09,-1.06,3.46,-0.93,-29.91,0.12,1.46,1.00,1.00
208.97,5.07,172.61,-5.82,14.77,47.06,1.53,-3.69,16.88,-12.51,-2.38,123.82,51.79,-3.95,37.53,14.84,4.22,6.91,1.00,1.00
17.78,7.23,124.99,34.28,24.43,165.54,1.42,-18.98,71.83,-17.09,-1.83,61.85,-62.70,-6.25,165.11,-20.38,4.40,15.28,1.00,1.00
36.28,4.94,154.79,-199.42,10.82,103.43,188.36,-20.72,160.42,-23.40,-4.06,13.99,2982.13,-4.64,36.60,-97.49,16.34,38.64,1.00,1.00
38.57,4.89,192.50,-81.63,8.05,3.55,138.57,-16.08,-54.51,-22.51,-4.25,104.08,2.61,-3.91,1.80,-40.15,6.32,25.20,1.00,1.00
33.91,-0.08,136.28,3.42,8.24,3.33,11.67,1.89,36.85,-22.47,-2.39,45.66,-3.53,-4.24,2.67,-30.10,2.55,20.77,1.00,1.00
28.07,-3.38,60.48,3.57,8.11,3.44,15.34,0.61,9.03,-19.47,0.77,9.78,-3.45,-4.24,2.61,-30.10,2.74,20.18,1.00,1.00
7.41,-2.05,17.78,3.23,7.34,3.45,11.11,-1.86,-17.31,-4.41,0.46,12.11,-3.50,-3.78,2.82,-30.07,4.27,18.55,1.00,1.00
7.28,-0.69,0.01,3.13,7.52,3.24,11.45,-0.36,-7.57,-2.46,-0.51,0.66,-3.42,-3.87,2.65,-29.71,2.62,20.41,1.00,1.00
6.22,-0.60,0.91,3.14,7.50,3.24,12.12,-0.37,-9.50,-0.51,-0.90,0.41,-3.38,-3.85,2.63,-29.59,2.76,20.03,1.00,1.00
4.39,-0.42,2.94,3.15,7.48,3.24,14.56,-0.72,-16.36,-0.12,-0.87,1.29,-3.40,-3.84,2.61,-29.85,2.85,19.75,1.00,1.00
2.40,-0.02,3.75,3.17,7.49,3.22,15.61,-0.96,-16.27,-0.70,-0.73,1.87,-3.43,-3.86,2.59,-30.11,3.06,19.56,1.00,1.00
3.33,0.41,6.43,35.74,8.53,35.29,-28.11,-0.01,-17.57,-1.60,-0.81,1.64,-3.35,-4.16,53.32,-19.43,-1.70,11.59,1.00,1.00
4.65,-1.17,0.24,11.12,9.87,165.96,-8.88,-3.42,-39.33,-2.13,-0.01,-2.11,-138.95,-4.42,167.79,-4.64,-2.80,-5.85,1.00,1.00
-1.44,-0.28,-0.91,-16.72,10.29,164.64,20.55,-3.14,8.51,0.44,0.34,1.29,15.37,-4.47,167.42,-12.39,-2.38,-5.91,1.00,1.00
1.62,-1.29,-3.46,29.34,10.32,166.76,10.43,-1.36,-4.13,-2.49,0.43,-2.20,-37.41,-4.61,168.21,-10.94,2.13,-8.72,1.00,1.00
1.39,-0.68,-2.14,16.81,9.88,167.08,9.58,-2.61,1.48,0.74,0.01,-0.51,-40.33,-4.48,171.13,-18.50,2.80,-4.23,1.00,1.00
2.05,-0.89,-1.40,-0.92,9.92,166.89,12.69,-1.87,9.13,-2.87,0.26,-1.35,-3.55,-4.60,169.07,-18.27,2.41,-4.53,1.00,1.00
1.57,-0.96,-1.51,2.59,10.00,166.79,12.58,-1.24,4.81,-1.77,0.22,-1.39,-1.48,-4.57,167.40,-16.52,3.02,-5.63,1.00,1.00
0.81,-1.15,-1.88,1.75,9.98,166.70,14.20,-1.03,7.06,-0.53,0.23,-0.94,9.43,-4.55,167.38,-18.16,3.30,-6.38,1.00,1.00
1.35,-1.27,-1.81,2.60,9.88,166.81,9.94,-1.38,6.08,-1.60,0.20,-1.18,-1.44,-4.59,166.16,-17.83,4.84,-6.62,1.00,1.00
0.61,-1.13,-1.82,0.82,9.86,166.76,9.44,-0.97,5.12,-1.56,0.19,-1.27,-2.49,-4.59,167.41,-18.17,3.66,-6.79,1.00,1.00
0.61,-1.18,-2.57,3.45,9.93,166.65,10.42,-0.59,1.31,-1.44,0.25,-1.07,1.34,-4.60,168.77,-18.91,1.57,-7.21,1.00,1.00
1.10,-1.25,-2.23,0.90,9.90,166.66,12.00,-0.71,4.62,-1.14,0.20,-1.26,-0.35,-4.60,167.38,-18.12,3.11,-7.91,1.00,1.00
0.64,-1.17,-2.16,0.47,9.84,166.69,11.81,-0.70,4.50,-1.42,0.20,-1.21,-0.91,-4.60,167.41,-18.01,3.54,-8.02,1.00,1.00
0.79,-1.21,-2.08,0.53,9.82,166.69,10.92,-0.56,4.29,-1.29,0.20,-1.12,-1.13,-4.60,167.42,-17.93,3.66,-8.23,1.00,1.00
2.22,-1.67,-2.39,-0.99,9.95,166.51,9.31,0.37,6.65,-2.57,0.23,-1.88,5.19,-4.65,167.95,-17.48,1.74,-9.31,1.00,1.00
0.81,-1.26,-2.36,0.20,9.90,166.57,12.94,-0.09,3.34,-1.59,0.27,-1.27,0.81,-4.62,166.46,-17.11,2.51,-8.90,1.00,1.00
0.91,-1.29,-2.31,0.49,9.90,166.57,12.81,-0.09,4.23,-1.47,0.28,-1.30,0.23,-4.61,166.71,-17.31,2.02,-8.28,1.00,1.00
2.21,-1.70,-2.35,-2.04,9.95,166.48,10.30,0.38,9.09,-2.82,0.33,-1.91,9.75,-4.65,167.33,-17.28,2.24,-8.78,1.00,1.00
0.85,-1.27,-2.37,-0.01,9.85,166.57,12.95,-0.18,3.81,-1.66,0.27,-1.54,0.16,-4.60,167.35,-17.60,2.08,-7.82,1.00,1.00
1.04,-1.27,-2.27,0.46,9.81,166.61,12.58,-0.39,4.17,-1.32,0.24,-1.46,0.03,-4.58,166.72,-17.81,2.51,-7.35,1.00,1.00
0.88,-1.22,-2.21,0.30,9.77,166.64,12.10,-0.48,4.28,-1.48,0.24,-1.54,-0.06,-4.58,166.73,-17.86,2.86,-7.10,1.00,1.00
0.79,-1.17,-2.14,0.33,9.74,166.66,11.78,-0.55,4.41,-1.42,0.22,-1.56,-0.33,-4.57,166.74,-17.95,3.02,-6.74,1.00,1.00
0.91,-1.19,-2.12,0.39,9.72,166.68,11.42,-0.63,4.49,-1.36,0.21,-1.51,-0.67,-4.56,166.75,-17.95,3.16,-6.71,1.00,1.00
0.80,-1.15,-2.10,0.33,9.71,166.69,11.53,-0.72,4.51,-1.40,0.21,-1.50,-0.69,-4.56,166.49,-17.84,3.31,-6.60,1.00,1.00
0.78,-1.12,-2.04,0.45,9.70,166.70,11.29,-0.85,4.81,-1.33,0.20,-1.48,-0.49,-4.55,166.28,-17.80,3.26,-6.18,1.00,1.00
0.81,-1.12,-2.00,0.60,9.68,166.73,10.98,-0.97,5.17,-1.32,0.20,-1.44,-0.63,-4.55,166.29,-17.68,3.45,-6.06,1.00,1.00
0.74,-1.11,-1.98,0.60,9.66,166.75,10.82,-0.96,5.13,-1.40,0.19,-1.42,-0.93,-4.55,166.50,-17.57,3.55,-6.01,1.00,1.00
0.77,-1.12,-1.98,0.52,9.65,166.76,10.64,-0.94,5.09,-1.41,0.20,-1.42,-0.92,-4.55,166.49,-17.44,3.37,-5.86,1.00,1.00
0.71,-1.10,-1.97,0.60,9.63,166.78,10.93,-1.03,5.40,-1.40,0.20,-1.41,-0.87,-4.54,166.75,-17.31,3.25,-5.59,1.00,1.00
0.72,-1.10,-1.92,0.89,9.62,166.81,10.70,-1.06,5.55,-1.45,0.19,-1.40,-1.03,-4.54,166.74,-17.18,3.31,-5.46,1.00,1.00
0.80,-1.13,-1.91,0.95,9.60,166.83,10.25,-1.07,5.59,-1.48,0.19,-1.38,-1.21,-4.55,166.74,-17.13,3.40,-5.62,1.00,1.00
0.76,-1.13,-1.93,0.88,9.59,166.84,10.37,-1.13,5.74,-1.50,0.19,-1.36,-1.24,-4.55,167.39,-17.17,3.42,-5.77,1.00,1.00
-2.08,-0.93,-2.27,8.57,9.35,166.75,25.58,-0.56,-2.19,-1.39,0.09,-1.38,3.23,-4.61,165.40,-23.94,0.89,-4.91,1.00,1.00
3.18,-1.39,-3.68,2.85,9.60,166.54,12.16,0.40,2.61,-2.12,0.20,-2.66,-4.75,-4.62,167.09,-20.26,1.93,-7.42,1.00,1.00
2.21,-1.73,-3.49,-0.40,9.56,166.52,11.87,0.54,2.39,-2.83,0.25,-2.78,-2.00,-4.68,166.45,-20.18,2.22,-9.92,1.00,1.00
1.52,-1.58,-3.32,-1.53,9.53,166.57,14.73,0.20,2.99,-1.80,0.21,-2.33,1.23,-4.66,166.24,-20.83,3.47,-10.12,1.00,1.00
1.26,-1.51,-3.05,-0.90,9.50,166.66,14.28,-0.11,3.26,-1.61,0.17,-2.16,0.60,-4.65,165.89,-21.01,4.11,-9.51,1.00,1.00
1.36,-1.57,-2.96,-1.08,9.49,166.68,12.59,-0.15,3.17,-1.65,0.18,-2.09,-1.51,-4.65,165.74,-20.89,3.85,-9.62,1.00,1.00
1.28,-1.59,-3.01,-1.69,9.49,166.68,12.21,-0.15,3.08,-1.59,0.19,-1.96,-1.72,-4.66,165.90,-20.83,3.60,-10.16,1.00,1.00
1.14,-1.56,-3.08,-2.05,9.49,166.68,12.79,-0.23,3.22,-1.50,0.19,-1.85,-1.92,-4.66,166.28,-20.65,3.36,-10.50,1.00,1.00
1.04,-1.52,-3.09,-1.89,9.48,166.69,13.39,-0.32,3.39,-1.57,0.19,-1.86,-2.10,-4.65,166.54,-20.42,3.18,-10.42,1.00,1.00
1.16,-1.54,-3.08,-1.55,9.48,166.70,13.42,-0.39,3.54,-1.69,0.20,-1.90,-2.42,-4.65,167.17,-20.22,2.91,-10.21,1.00,1.00
1.26,-1.56,-3.07,-1.25,9.49,166.70,13.30,-0.35,3.40,-1.85,0.21,-1.96,-2.49,-4.65,167.16,-19.91,2.73,-10.16,1.00,1.00
1.30,-1.57,-3.04,-1.08,9.50,166.69,13.17,-0.24,3.31,-1.96,0.22,-2.00,-2.21,-4.65,167.15,-19.67,2.48,-10.12,1.00,1.00
1.33,-1.59,-3.03,-1.11,9.50,166.68,13.00,-0.13,3.22,-2.01,0.23,-2.00,-2.42,-4.65,167.14,-19.44,2.20,-10.19,1.00,1.00
1.33,-1.60,-3.03,-1.18,9.50,166.67,13.03,-0.05,3.14,-2.05,0.24,-1.99,-2.75,-4.65,167.13,-19.21,1.96,-10.35,1.00,1.00
1.35,-1.60,-3.06,-1.21,9.49,166.66,13.15,0.01,3.17,-2.06,0.24,-1.94,-2.97,-4.65,167.13,-18.99,1.76,-10.51,1.00,1.00
1.35,-1.61,-3.10,-1.35,9.47,166.67,13.11,0.00,3.15,-1.94,0.24,-1.81,-1.76,-4.66,167.16,-18.88,2.30,-10.87,1.00,1.00
1.21,-1.59,-3.06,-1.59,9.45,166.69,13.19,-0.02,3.33,-1.80,0.24,-1.75,-1.20,-4.65,167.17,-18.96,2.38,-10.76,1.00,1.00
1.13,-1.58,-3.03,-1.58,9.43,166.71,12.94,-0.04,3.32,-1.74,0.23,-1.72,-1.09,-4.65,167.17,-18.99,2.41,-10.59,1.00,1.00
1.11,-1.58,-2.99,-1.49,9.42,166.73,12.74,-0.03,3.24,-1.78,0.24,-1.74,-1.15,-4.65,167.17,-18.87,2.47,-10.55,1.00,1.00
1.06,-1.57,-2.96,-1.38,9.42,166.74,12.73,0.01,3.17,-1.80,0.24,-1.76,-1.03,-4.65,167.17,-18.77,2.49,-10.50,1.00,1.00
1.01,-1.56,-2.93,-1.31,9.42,166.74,12.65,0.03,3.11,-1.82,0.24,-1.79,-0.94,-4.64,167.17,-18.72,2.42,-10.42,1.00,1.00
0.97,-1.55,-2.91,-1.40,9.41,166.74,12.52,0.06,3.15,-1.78,0.24,-1.77,-0.50,-4.64,167.17,-18.74,2.53,-10.49,1.00,1.00
0.88,-1.53,-2.92,-1.63,9.38,166.75,12.58,0.03,3.19,-1.70,0.23,-1.72,-0.74,-4.64,167.16,-18.82,2.61,-10.59,1.00,1.00
0.89,-1.52,-2.94,-1.65,9.36,166.75,12.70,0.01,3.10,-1.67,0.22,-1.67,-1.24,-4.64,167.15,-18.81,2.57,-10.66,1.00,1.00
0.98,-1.53,-2.97,-1.57,9.34,166.74,12.88,0.02,3.02,-1.77,0.22,-1.66,-2.01,-4.64,167.79,-18.58,2.21,-10.68,1.00,1.00
1.13,-1.56,-2.99,-1.33,9.34,166.72,13.03,0.13,2.67,-1.90,0.23,-1.61,-1.94,-4.64,167.80,-18.13,2.16,-10.90,1.00,1.00
1.24,-1.58,-2.99,-1.21,9.36,166.69,13.02,0.28,2.31,-1.99,0.24,-1.55,-1.66,-4.63,167.16,-17.67,2.02,-11.11,1.00,1.00
1.24,-1.58,-2.98,-1.34,9.37,166.65,13.04,0.43,2.08,-2.01,0.26,-1.46,-1.14,-4.63,167.17,-17.28,1.92,-11.30,1.00,1.00
1.15,-1.55,-2.95,-1.58,9.38,166.63,12.94,0.52,1.96,-1.93,0.26,-1.34,-0.56,-4.62,167.19,-17.09,1.96,-11.50,1.00,1.00
1.00,-1.52,-2.94,-1.93,9.39,166.61,12.82,0.55,1.88,-1.82,0.25,-1.24,-0.20,-4.62,167.22,-17.02,2.19,-11.72,1.00,1.00
0.84,-1.47,-2.92,-2.24,9.40,166.60,12.81,0.50,1.91,-1.70,0.25,-1.17,0.13,-4.61,167.25,-17.03,2.40,-11.79,1.00,1.00
0.72,-1.44,-2.90,-2.38,9.42,166.60,12.71,0.41,2.00,-1.65,0.25,-1.15,0.26,-4.61,167.26,-17.03,2.57,-11.75,1.00,1.00
0.64,-1.41,-2.88,-2.51,9.43,166.60,12.68,0.30,2.23,-1.65,0.25,-1.18,0.22,-4.60,167.27,-17.02,2.57,-11.61,1.00,1.00
0.56,-1.38,-2.85,-2.48,9.44,166.61,12.61,0.24,2.35,-1.63,0.25,-1.18,0.64,-4.60,167.29,-17.03,2.67,-11.45,1.00,1.00
0.48,-1.36,-2.80,-2.43,9.45,166.62,12.48,0.23,2.41,-1.63,0.25,-1.23,0.40,-4.60,167.29,-17.02,2.63,-11.20,1.00,1.00
0.44,-1.36,-2.75,-2.32,9.46,166.62,12.28,0.26,2.43,-1.66,0.26,-1.29,0.20,-4.59,167.29,-16.96,2.47,-10.95,1.00,1.00
0.43,-1.36,-2.70,-2.21,9.47,166.61,12.06,0.33,2.39,-1.70,0.26,-1.34,-0.03,-4.59,167.28,-16.86,2.28,-10.77,1.00,1.00
0.42,-1.36,-2.66,-2.16,9.49,166.60,11.89,0.41,2.27,-1.69,0.27,-1.35,0.13,-4.59,167.28,-16.78,2.17,-10.67,1.00,1.00
0.37,-1.35,-2.62,-2.15,9.51,166.59,11.73,0.49,2.22,-1.62,0.27,-1.34,0.43,-4.59,167.28,-16.75,2.09,-10.55,1.00,1.00
0.30,-1.34,-2.58,-2.24,9.51,166.58,11.54,0.53,2.19,-1.52,0.27,-1.32,0.64,-4.58,167.29,-16.80,2.06,-10.49,1.00,1.00
0.23,-1.32,-2.55,-2.35,9.51,166.58,11.34,0.53,2.19,-1.41,0.27,-1.28,0.79,-4.58,167.29,-16.86,2.11,-10.50,1.00,1.00
0.17,-1.30,-2.54,-2.48,9.52,166.58,11.22,0.50,2.22,-1.32,0.26,-1.23,1.02,-4.58,167.30,-16.86,2.18,-10.55,1.00,1.00
0.11,-1.28,-2.53,-2.61,9.52,166.59,11.05,0.44,2.30,-1.22,0.26,-1.16,1.22,-4.57,167.31,-16.90,2.24,-10.62,1.00,1.00
0.05,-1.27,-2.53,-2.74,9.51,166.60,10.94,0.37,2.31,-1.19,0.26,-1.11,1.24,-4.57,167.32,-16.83,2.32,-10.78,1.00,1.00
0.02,-1.26,-2.54,-2.85,9.51,166.60,10.93,0.32,2.36,-1.15,0.26,-1.04,1.28,-4.57,166.68,-16.72,2.34,-10.93,1.00,1.00
-0.01,-1.25,-2.54,-2.89,9.52,166.60,10.95,0.29,2.33,-1.12,0.25,-0.99,1.29,-4.57,167.33,-16.55,2.30,-11.05,1.00,1.00
-0.02,-1.25,-2.55,-2.95,9.53,166.59,10.94,0.28,2.27,-1.11,0.26,-0.97,1.30,-4.57,167.33,-16.38,2.09,-11.09,1.00,1.00
-0.03,-1.24,-2.56,-2.99,9.55,166.58,11.11,0.25,2.40,-1.14,0.26,-0.96,1.00,-4.57,167.33,-16.13,1.77,-11.04,1.00,1.00
0.03,-1.25,-2.55,-2.80,9.56,166.57,11.25,0.25,2.43,-1.22,0.27,-0.95,0.92,-4.56,167.32,-15.84,1.51,-11.01,1.00,1.00
0.12,-1.27,-2.55,-2.54,9.58,166.56,11.34,0.32,2.37,-1.33,0.28,-0.94,0.70,-4.56,167.32,-15.50,1.30,-11.05,1.00,1.00
0.24,-1.30,-2.54,-2.35,9.61,166.54,11.24,0.42,2.13,-1.45,0.30,-0.94,0.76,-4.56,167.32,-15.18,1.04,-11.08,1.00,1.00
0.24,-1.30,-2.52,-2.36,9.63,166.52,11.29,0.48,2.31,-1.38,0.30,-0.99,1.32,-4.56,167.32,-15.08,1.01,-11.07,1.00,1.00
0.09,-1.25,-2.47,-2.53,9.62,166.54,11.42,0.40,2.87,-1.08,0.27,-1.05,2.17,-4.55,167.34,-15.44,1.61,-10.95,1.00,1.00
-0.10,-1.19,-2.40,-2.59,9.57,166.59,11.18,0.21,3.21,-0.60,0.21,-1.01,2.28,-4.53,167.36,-16.25,2.38,-10.54,1.00,1.00
-0.02,-1.22,-2.37,-2.26,9.58,166.59,10.34,0.24,2.44,-0.80,0.22,-1.00,0.92,-4.53,167.37,-16.25,2.27,-10.35,1.00,1.00
